Datetime,Open,High,Low,Close,Volume
2021-01-04 00:00:00+00:00,231.72999572753906,231.8699951171875,226.85000610351562,228.4499969482422,7404900.0
2021-01-05 00:00:00+00:00,228.2100067138672,230.10000610351562,226.85000610351562,227.47000122070312,5524900.0
2021-01-06 00:00:00+00:00,229.49000549316406,232.67999267578125,227.5500030517578,230.27000427246094,9009400.0
2021-01-07 00:00:00+00:00,232.77999877929688,233.9600067138672,231.3300018310547,232.8800048828125,4691600.0
2021-01-08 00:00:00+00:00,233.5399932861328,234.60000610351562,231.72000122070312,234.02999877929688,4850400.0
2021-01-11 00:00:00+00:00,231.22000122070312,233.9199981689453,231.02000427246094,233.42999267578125,3882000.0
2021-01-12 00:00:00+00:00,233.30999755859375,233.97999572753906,231.6999969482422,233.02999877929688,5616600.0
2021-01-13 00:00:00+00:00,232.0,234.9499969482422,231.7100067138672,234.50999450683594,3827500.0
2021-01-14 00:00:00+00:00,234.7899932861328,235.6999969482422,233.83999633789062,235.02000427246094,4528700.0
2021-01-15 00:00:00+00:00,234.10000610351562,234.58999633789062,231.91000366210938,233.49000549316406,5225000.0
2021-01-19 00:00:00+00:00,234.63999938964844,236.24000549316406,231.6999969482422,234.5500030517578,5502100.0
2021-01-20 00:00:00+00:00,234.0,235.1999969482422,233.24000549316406,234.75999450683594,4876200.0
2021-01-21 00:00:00+00:00,235.22000122070312,236.1999969482422,234.0800018310547,234.16000366210938,4317300.0
2021-01-22 00:00:00+00:00,232.5,233.8300018310547,232.2100067138672,232.9199981689453,4465000.0
2021-01-25 00:00:00+00:00,231.6699981689453,233.52000427246094,230.4499969482422,233.00999450683594,5097700.0
2021-01-26 00:00:00+00:00,233.0,233.5,231.3300018310547,231.57000732421875,3944800.0
2021-01-27 00:00:00+00:00,230.0,230.0,226.10000610351562,227.36000061035156,8227100.0
2021-01-28 00:00:00+00:00,229.75999450683594,233.50999450683594,228.16000366210938,230.9499969482422,5943500.0
2021-01-29 00:00:00+00:00,229.4499969482422,229.97000122070312,227.2100067138672,227.8699951171875,6387300.0
2021-02-01 00:00:00+00:00,229.97000122070312,230.5,228.0399932861328,229.32000732421875,4068200.0
2021-02-02 00:00:00+00:00,231.2100067138672,233.42999267578125,230.6699981689453,232.24000549316406,5300300.0
2021-02-03 00:00:00+00:00,232.39999389648438,233.16000366210938,231.27999877929688,232.67999267578125,3805600.0
2021-02-04 00:00:00+00:00,232.83999633789062,235.91000366210938,232.41000366210938,235.77000427246094,4438400.0
2021-02-05 00:00:00+00:00,236.97999572753906,236.97999572753906,234.8300018310547,235.16000366210938,3812200.0
2021-02-08 00:00:00+00:00,236.0,237.55999755859375,235.35000610351562,237.4199981689453,3327300.0
2021-02-09 00:00:00+00:00,237.07000732421875,240.77999877929688,235.66000366210938,239.91000366210938,4773400.0
2021-02-10 00:00:00+00:00,241.42999267578125,241.52000427246094,239.0399932861328,239.9199981689453,3822600.0
2021-02-11 00:00:00+00:00,239.36000061035156,240.44000244140625,238.8800048828125,239.75999450683594,2908500.0
2021-02-12 00:00:00+00:00,238.07000732421875,242.75999450683594,238.02999877929688,242.4600067138672,3421800.0
2021-02-16 00:00:00+00:00,244.13999938964844,247.25999450683594,242.82000732421875,245.27999877929688,4722200.0
2021-02-17 00:00:00+00:00,244.13999938964844,246.19000244140625,244.0,245.25,3909500.0
2021-02-18 00:00:00+00:00,244.72999572753906,245.49000549316406,241.6699981689453,243.5,4031000.0
2021-02-19 00:00:00+00:00,244.1999969482422,244.9499969482422,241.36000061035156,241.85000610351562,4252400.0
2021-02-22 00:00:00+00:00,240.88999938964844,245.97999572753906,240.8000030517578,244.97000122070312,4009100.0
2021-02-23 00:00:00+00:00,245.55999755859375,246.57000732421875,243.2899932861328,245.52999877929688,5454900.0
2021-02-24 00:00:00+00:00,245.14999389648438,249.5500030517578,245.14999389648438,248.4499969482422,5105900.0
2021-02-25 00:00:00+00:00,248.07000732421875,250.55999755859375,242.92999267578125,243.69000244140625,6455200.0
2021-02-26 00:00:00+00:00,245.14999389648438,245.14999389648438,240.25,240.50999450683594,8085300.0
2021-03-01 00:00:00+00:00,246.86000061035156,250.5500030517578,246.08999633789062,249.2100067138672,6332300.0
2021-03-02 00:00:00+00:00,249.1199951171875,251.33999633789062,248.3699951171875,249.22000122070312,4684500.0
2021-03-03 00:00:00+00:00,249.72999572753906,254.80999755859375,249.2899932861328,251.5500030517578,6088300.0
2021-03-04 00:00:00+00:00,251.0800018310547,252.5500030517578,243.22999572753906,245.47999572753906,7827000.0
2021-03-05 00:00:00+00:00,248.88999938964844,253.4499969482422,247.3300018310547,253.14999389648438,6397000.0
2021-03-08 00:00:00+00:00,255.60000610351562,260.2300109863281,253.72999572753906,257.6099853515625,7124300.0
2021-03-09 00:00:00+00:00,258.54998779296875,262.94000244140625,255.61000061035156,259.0199890136719,8259300.0
2021-03-10 00:00:00+00:00,260.29998779296875,267.5,259.6400146484375,263.989990234375,8939300.0
2021-03-11 00:00:00+00:00,264.2200012207031,264.79998779296875,260.4200134277344,260.9100036621094,5917600.0
2021-03-12 00:00:00+00:00,262.3999938964844,264.6499938964844,259.6700134277344,260.0199890136719,4495400.0
2021-03-15 00:00:00+00:00,260.30999755859375,260.44000244140625,253.52000427246094,254.61000061035156,6973400.0
2021-03-16 00:00:00+00:00,254.52999877929688,254.52999877929688,249.82000732421875,251.5,67200.0
2021-03-17 00:00:00+00:00,252.02000427246094,254.27999877929688,250.66000366210938,252.0,67700.0
2021-03-18 00:00:00+00:00,253.75999450683594,255.63999938964844,251.3800048828125,252.4600067138672,5547300.0
2021-03-19 00:00:00+00:00,252.30999755859375,252.5,248.52000427246094,250.99000549316406,16635400.0
2021-03-22 00:00:00+00:00,250.60000610351562,251.6699981689453,248.86000061035156,250.36000061035156,5370400.0
2021-03-23 00:00:00+00:00,250.1999969482422,251.1699981689453,247.7100067138672,248.30999755859375,4622400.0
2021-03-24 00:00:00+00:00,249.5500030517578,251.88999938964844,248.5,249.6300048828125,4165000.0
2021-03-25 00:00:00+00:00,249.3800048828125,251.52999877929688,246.7899932861328,250.75,5500000.0
2021-03-26 00:00:00+00:00,252.75,257.3900146484375,252.4199981689453,256.7699890136719,5799100.0
2021-03-29 00:00:00+00:00,253.92999267578125,260.04998779296875,253.3000030517578,258.82000732421875,6642600.0
2021-03-30 00:00:00+00:00,259.94000244140625,261.0,257.239990234375,258.19000244140625,3878000.0
2021-03-31 00:00:00+00:00,256.8599853515625,257.67999267578125,255.1699981689453,255.47000122070312,6578100.0
2021-04-01 00:00:00+00:00,255.74000549316406,258.4700012207031,254.8000030517578,258.20001220703125,5573400.0
2021-04-05 00:00:00+00:00,260.0199890136719,263.3500061035156,260.0,262.6600036621094,5049600.0
2021-04-06 00:00:00+00:00,262.8599853515625,263.3399963378906,261.94000244140625,263.05999755859375,3060600.0
2021-04-07 00:00:00+00:00,262.989990234375,264.3399963378906,262.3999938964844,263.6199951171875,3582700.0
2021-04-08 00:00:00+00:00,262.7200012207031,263.92999267578125,261.9100036621094,263.510009765625,3113300.0
2021-04-09 00:00:00+00:00,264.2200012207031,266.239990234375,263.3500061035156,266.010009765625,6052500.0
2021-04-12 00:00:00+00:00,266.5299987792969,268.3399963378906,266.5299987792969,267.92999267578125,4292900.0
2021-04-13 00:00:00+00:00,267.4200134277344,268.20001220703125,266.04998779296875,267.1000061035156,3556600.0
2021-04-14 00:00:00+00:00,267.30999755859375,268.44000244140625,267.1499938964844,267.5299987792969,3119900.0
2021-04-15 00:00:00+00:00,268.05999755859375,269.2799987792969,266.3900146484375,269.1400146484375,3919200.0
2021-04-16 00:00:00+00:00,270.4700012207031,272.9700012207031,270.1099853515625,272.1099853515625,4710300.0
2021-04-19 00:00:00+00:00,272.29998779296875,272.9200134277344,268.8500061035156,270.2799987792969,4235500.0
2021-04-20 00:00:00+00:00,268.5299987792969,269.30999755859375,266.79998779296875,267.8900146484375,3740800.0
2021-04-21 00:00:00+00:00,267.79998779296875,272.4599914550781,267.75,272.2099914550781,3897100.0
2021-04-22 00:00:00+00:00,272.0400085449219,272.0799865722656,268.7799987792969,269.510009765625,3732100.0
2021-04-23 00:00:00+00:00,269.8599853515625,272.69000244140625,269.55999755859375,271.9800109863281,3684100.0
2021-04-26 00:00:00+00:00,272.2799987792969,273.9800109863281,270.6300048828125,270.8599853515625,3569100.0
2021-04-27 00:00:00+00:00,271.07000732421875,274.1600036621094,270.04998779296875,273.6499938964844,3173400.0
